customer_id,customer_name,email,age,region,signup_date,segment
CUST00355,Gregory Holmes PhD,gary24@example.net,49,East,2026-03-01,VIP
CUST00356,Alyssa Roman,alexandria49@example.net,45,North,2022-12-29,Business
CUST00357,Ian Porter,michaelscott@example.org,52,East,2026-03-12,Consumer
CUST00358,Ashley Yang,williamsmichelle@example.org,36,East,2022-11-14,Business
CUST00359,Thomas White,tranrobin@example.net,62,West,2025-04-05,Consumer
CUST00360,David Moon,joseph19@example.com,40,Central,2023-02-27,Business
CUST00361,Amy Walker,finleycasey@example.com,21,North,2026-01-31,Business
CUST00362,Emily Miller,msmith@example.com,61,South,2024-11-24,Consumer
CUST00363,Marcus Marshall,xcuevas@example.org,68,West,2025-07-24,Consumer
CUST00364,Rebecca Hernandez,ijohnson@example.com,59,East,2025-03-08,Consumer
CUST00365,Alexandra Rogers,usweeney@example.com,56,South,2023-02-05,Business
CUST00366,Cynthia Vasquez,kaufmandouglas@example.com,66,North,2023-01-21,VIP
CUST00367,Stephanie Meyer,stephen19@example.org,38,East,2024-09-02,Consumer
CUST00368,Jennifer Vargas,grahamtamara@example.org,,South,2023-11-01,Business
CUST00369,Tammy Long,louis43@example.org,25,East,2026-05-22,Consumer
CUST00370,Randy Rodriguez,martinsteven@example.com,57,East,2023-03-01,Business
CUST00371,Randy Hayes,hbaker@example.org,22,West,2023-04-23,Consumer
CUST00372,Samantha Terry,lewismelissa@example.org,23,East,2023-01-18,Consumer
CUST00373,Henry Palmer,jorge20@example.com,36,East,2026-01-14,Consumer
CUST00374,Krista Davis,laradonald@example.org,58,South,2022-12-07,Consumer
CUST00375,Courtney Gonzalez,owatson@example.net,30,South,2023-01-08,Consumer
CUST00376,Sylvia Jones,gonzalezdebbie@example.org,,Central,2023-01-19,VIP
CUST00377,Rhonda Martinez,kwilliams@example.com,53,South,2025-11-28,VIP
CUST00378,Allen Vega,michaelodonnell@example.com,,West,2023-10-15,Business
CUST00379,Amanda Harvey,deborahporter@example.net,70,Central,2024-07-26,Consumer
CUST00380,James Barnes,crystalpham@example.org,22,West,2026-07-26,Business
CUST00381,Heather Stephens,kcooper@example.net,74,Central,2023-12-14,VIP
CUST00382,Alexander Harper,huangkimberly@example.org,45,Central,2025-11-10,Consumer
CUST00383,Hunter Silva,terrigarcia@example.net,37,South,2023-08-21,Consumer
CUST00384,Raven Mclaughlin,barbaramcgrath@example.com,40,Central,2024-01-30,Consumer
CUST00385,Sarah Thompson,linda59@example.org,58,Central,2025-06-12,Consumer
CUST00386,Keith Thomas,marycochran@example.com,52,North,2024-10-24,VIP
CUST00387,Andrew Brown,andrewwoods@example.com,55,South,2026-04-15,Consumer
CUST00388,Carlos Love,brian29@example.net,56,East,2026-04-14,VIP
CUST00389,Sarah Valencia,,23,North,2026-06-15,VIP
CUST00390,Tom Foster,rogersmarcus@example.org,54,West,2025-07-23,VIP
CUST00391,Mark Freeman,grant89@example.com,58,Central,2023-07-26,Consumer
CUST00392,Casey Parker,david09@example.com,33,West,2026-01-09,Consumer
CUST00393,Latoya White,samantha93@example.net,28,West,2024-11-27,Business
CUST00394,Brenda Mcgee,michaelflores@example.net,56,South,2026-02-27,Consumer
CUST00395,Michael Fowler,sean43@example.org,73,East,2025-05-28,Business
CUST00396,Richard Le,cruzjessica@example.org,53,North,2026-02-26,Consumer
CUST00397,James Payne Jr.,kkramer@example.net,46,South,2025-08-30,Consumer
CUST00398,Jerry Lloyd,phillipslucas@example.org,42,Central,2022-12-25,Business
CUST00399,James Dennis,morgantricia@example.com,28,East,2025-06-14,VIP
CUST00400,Matthew Lawson,gmoore@example.com,28,West,2023-07-01,VIP
CUST00401,Michael Bowen,donna43@example.org,49,North,2022-11-20,Consumer
CUST00402,Sara Hernandez,adam14@example.net,33,South,2025-02-20,VIP
CUST00403,Mr. Daniel Little,wellsdarrell@example.com,,West,2024-07-14,VIP
CUST00404,Deborah May,ylopez@example.com,48,East,2023-06-04,VIP
CUST00405,Jeremiah Baker,,26,East,2025-12-20,Consumer
CUST00406,Brittany Horton,millermaurice@example.net,43,North,2024-04-24,VIP
CUST00407,Crystal Brown,acardenas@example.net,36,North,2025-05-20,Business
CUST00408,Laura Young,christian08@example.net,35,Central,2026-03-21,VIP
CUST00409,Megan Oliver,averyshane@example.org,43,East,2026-07-02,Consumer
CUST00410,Beth Henderson,oharris@example.org,27,South,2025-12-16,VIP
CUST00411,Thomas Sloan,millerangela@example.net,20,North,2023-12-20,Consumer
CUST00412,Jimmy Marks,jrodriguez@example.org,51,West,2024-11-28,Consumer
CUST00413,Traci Garcia,hartcraig@example.com,38,Central,2026-02-02,Consumer
CUST00414,Sherry Baker,earmstrong@example.org,65,East,2023-05-14,VIP
CUST00415,Luke Becker,vwilliams@example.net,52,West,2023-08-15,VIP
CUST00416,Tammie Prince,morganlaura@example.com,41,East,2023-10-16,Consumer
CUST00417,Michael Garcia PhD,kevinmanning@example.com,68,North,2023-09-30,VIP
CUST00418,Matthew Lopez,robinrussell@example.com,68,Central,2025-08-31,VIP
CUST00419,Samantha Robertson,cameronmckinney@example.com,,West,2023-03-23,Consumer
CUST00420,Sherry Johnson,nancygonzalez@example.org,67,West,2023-09-02,Consumer
CUST00421,Thomas Bush,micheal78@example.com,54,North,2025-03-07,Consumer
CUST00422,Andre Watson,,27,West,2025-01-07,Consumer
CUST00423,Seth Matthews,max41@example.com,48,North,2022-10-19,Consumer
CUST00424,Scott Chan,mercedesholland@example.net,60,West,2023-07-02,VIP
CUST00425,Kayla Hancock,wellsdavid@example.org,47,Central,2025-01-17,Consumer
CUST00426,David Trujillo,jennifer46@example.com,73,East,2026-01-10,VIP
CUST00427,Daniel Turner,asilva@example.net,35,Central,2026-08-10,Consumer
CUST00428,Sara Hoffman,kenneth17@example.org,37,East,2024-01-04,Consumer
CUST00429,Frederick Hill,jacob83@example.org,48,East,2025-11-05,VIP
CUST00430,Lindsay Guerrero,jenniferrios@example.com,35,East,2023-09-16,Consumer
CUST00431,James Johnson,matthewreeves@example.net,75,West,2024-10-14,Consumer
CUST00432,Susan Powers,megan82@example.com,36,North,2023-01-27,Consumer
CUST00433,David Stokes,staceylam@example.net,,West,2023-01-15,Consumer
CUST00434,Patrick Parker,nathan94@example.com,70,Central,2026-01-10,Consumer
CUST00435,Sean Silva,kennedyjames@example.org,26,North,2026-02-02,VIP
CUST00436,Edwin Brown,derrickgonzalez@example.com,21,Central,2026-07-23,Consumer
CUST00437,Victoria Thomas,kimberlyfreeman@example.net,,West,2026-07-22,Consumer
CUST00438,Anthony Hayes,kathleenjackson@example.org,67,South,2024-08-10,Consumer
CUST00439,Anita Mendez,epowell@example.com,28,West,2022-09-16,Business
CUST00440,Monica Dodson,katherine83@example.org,36,East,2025-05-05,Consumer
CUST00441,Danielle Steele,larry16@example.net,23,Central,2024-12-30,Consumer
CUST00442,Rodney Evans,stephen89@example.net,20,South,2024-01-06,Business
CUST00443,Whitney Cooper,mhoward@example.org,20,West,2026-05-28,Business
CUST00444,Jennifer Perez,jasonjohnson@example.net,73,East,2023-05-09,Consumer
CUST00445,Matthew Johnson,,24,East,2026-02-15,Consumer
CUST00446,Joseph Williams,stanleydesiree@example.org,51,West,2022-11-18,Consumer
CUST00447,Jeremy Martinez,thomas23@example.net,30,North,2025-05-18,Consumer
CUST00448,Jason Garcia,cindy26@example.org,34,South,2024-09-11,Consumer
CUST00449,Diane Glover,mgonzalez@example.com,54,South,2025-12-12,Consumer
CUST00450,Heather Ortiz,benjamincrawford@example.org,43,West,2025-05-21,VIP
CUST00451,Mr. Adam Davis,conleyelizabeth@example.org,24,South,2026-05-30,Consumer
CUST00452,Angela Cummings,dawn74@example.com,18,East,2024-07-05,Business
CUST00453,Christopher Williams,michael56@example.net,39,East,2023-02-22,VIP
CUST00454,Stefanie Smith,elizabethjackson@example.com,,East,2026-03-13,Consumer
CUST00455,Debra Quinn,lisa21@example.com,37,South,2024-04-04,Business
CUST00456,Russell Vaughn,pmarsh@example.org,74,East,2023-02-18,Consumer
CUST00457,Amy Dunlap,dalepruitt@example.com,41,Central,2025-11-01,Consumer
CUST00458,Catherine James,cheryl27@example.com,27,West,2023-02-18,VIP
CUST00459,Angel Green,alexander89@example.net,48,Central,2024-11-26,Consumer
CUST00460,Mckenzie Morgan,reynoldsjessica@example.com,56,North,2024-01-17,VIP
CUST00461,Janice Combs,smithsarah@example.net,22,Central,2026-01-06,Consumer
CUST00462,Sheila Jones,vflores@example.com,50,South,2022-11-21,VIP
CUST00463,Mason Powell,christianwallace@example.net,72,Central,2024-06-12,Business
CUST00464,Jillian Wilson,bmcgee@example.org,55,West,2024-04-09,Consumer
CUST00465,Joshua Petersen,pamela83@example.net,21,West,2025-04-27,Consumer
CUST00466,Heidi Brown,meganrivera@example.net,21,Central,2025-01-15,Business
CUST00467,Heidi Chavez,malonejeffrey@example.com,19,West,2024-01-31,Consumer
CUST00468,Rebecca Kelley,jacqueline02@example.com,55,North,2023-03-29,Consumer
CUST00469,Mikayla Rodriguez,jacobconrad@example.com,52,North,2023-07-15,Consumer
CUST00470,Cheryl Morgan,owilliams@example.net,36,West,2024-12-30,Consumer
CUST00471,Joanna Barrett,tamarasmith@example.net,64,West,2022-11-18,Consumer
CUST00472,Sara Webb,heatherthompson@example.org,73,West,2023-02-05,Business
CUST00473,Lisa Morris,mbarnes@example.net,73,Central,2025-09-04,Consumer
CUST00474,Victor Waller,iballard@example.com,29,Central,2025-01-19,Business
CUST00475,Kayla Cameron,jennifer83@example.org,32,North,2023-07-07,Consumer
CUST00476,Melissa Morse,tinasantos@example.org,64,Central,2024-08-31,Business
CUST00477,Erica Wilson,anna99@example.net,33,West,2025-06-22,Consumer
CUST00478,Stephanie Ferguson,hstokes@example.org,74,North,2022-10-16,Consumer
CUST00479,Michael Gonzalez,tonyavega@example.org,67,North,2025-12-24,Consumer
CUST00480,Elizabeth Molina,howardshaun@example.net,20,West,2026-02-03,VIP
CUST00481,Sharon Newton,yyoung@example.net,33,North,2023-10-26,Business
CUST00482,Tammy Hughes,tammy00@example.net,66,North,2023-09-04,Consumer
CUST00483,Priscilla Berg,rhondabush@example.net,70,Central,2024-02-18,Consumer
CUST00484,Nancy Gonzalez,kellythompson@example.net,70,East,2022-12-25,Consumer
CUST00485,Nancy Wilson,pattersonangela@example.org,60,Central,2023-04-28,Consumer
CUST00486,Abigail Owens,billmcfarland@example.net,53,Central,2022-11-21,Consumer
CUST00487,Lisa Stanley,jtyler@example.com,49,North,2022-12-23,Consumer
CUST00488,Kelly Krueger,hartmanerik@example.net,68,Central,2024-10-17,Consumer
CUST00489,Daniel Lewis,mark43@example.net,37,West,2024-10-08,Consumer
CUST00490,Samantha Zavala MD,sean99@example.org,72,South,2026-06-13,Consumer
CUST00491,Erica Moon,cruzamber@example.com,47,North,2022-10-15,VIP
CUST00492,Patricia Robertson,stucker@example.net,51,South,2023-06-12,Business
CUST00493,Tiffany Jackson,simsjason@example.net,59,North,2025-09-20,Business
CUST00494,Jessica Garcia,elucas@example.net,64,South,2025-05-18,Consumer
CUST00495,Mitchell Johnson,brownlaura@example.net,56,North,2022-12-19,Consumer
CUST00496,Susan Russell,bmccoy@example.com,64,Central,2022-10-04,Consumer
CUST00497,Kimberly May,avilabrenda@example.net,39,East,2026-01-05,Consumer
CUST00498,Jonathan Roberts,catherine47@example.com,65,North,2024-03-28,Business
CUST00499,Kara Ferguson,julierobles@example.net,63,South,2023-11-06,Business
CUST00500,Elizabeth Eaton,susan08@example.net,67,East,2023-03-31,Business
CUST00501,Kenneth Long,torreskaitlin@example.net,37,East,2024-01-15,Consumer
CUST00502,Matthew Hunt,jackjensen@example.com,24,West,2023-06-15,Consumer
CUST00503,Robert Phelps,enewman@example.com,44,North,2025-04-28,VIP
CUST00504,Craig Carpenter,michael31@example.com,19,East,2025-02-12,VIP
CUST00505,Emily Hayes,heather29@example.net,44,East,2024-02-13,Consumer
CUST00506,Jeffrey Smith,kristenjoseph@example.net,54,South,2024-05-26,Business
CUST00507,Brandy Quinn,wford@example.com,39,East,2024-08-06,Business
CUST00508,Matthew Miller,michele28@example.org,49,West,2023-09-21,Consumer
CUST00509,Angela Jones,atkinsoncrystal@example.net,26,Central,2024-12-16,Business
CUST00510,Christy Johnson,amy87@example.net,59,North,2025-09-23,VIP
CUST00511,Daniel Barton,,70,North,2025-07-25,Consumer
CUST00512,John Dixon,acox@example.net,32,North,2023-08-17,Consumer
CUST00513,Vicki Sutton,,41,North,2025-08-28,VIP
CUST00514,Christopher Knight,jillwebb@example.com,48,West,2022-11-06,Consumer
CUST00515,Crystal Baker,,18,North,2023-08-10,VIP
CUST00516,Kelly Moody,dharrison@example.org,36,North,2022-11-06,VIP
CUST00517,Ashley Schmitt,mary49@example.net,69,South,2024-12-03,Consumer
CUST00518,James Matthews,blacknicholas@example.org,33,South,2024-09-17,VIP
CUST00519,Sean Tucker,aeaton@example.net,35,West,2026-02-23,Consumer
CUST00520,David Robertson,jason22@example.com,54,South,2025-01-18,Consumer
CUST00521,Mary Perry,jennifer77@example.com,23,North,2023-07-08,Consumer
CUST00522,Roy Johnson,andersonbrittany@example.org,48,North,2025-02-26,Consumer
CUST00523,Kenneth Brown,sandra86@example.net,72,West,2026-06-27,Consumer
CUST00524,Sherry Luna,stacey37@example.net,24,Central,2026-07-31,Consumer
CUST00525,Carolyn Greer,laurahoover@example.org,62,Central,2025-02-17,Business
CUST00526,Carol Jennings,ecarlson@example.org,61,East,2024-03-04,VIP
CUST00527,Alan Mills,mserrano@example.org,,East,2023-05-21,Consumer
CUST00528,Linda Rich,davisdonna@example.net,66,West,2024-10-20,Consumer
CUST00529,Todd Gregory,xboyd@example.org,54,West,2025-06-04,VIP
CUST00530,Todd Olson,zbell@example.net,26,North,2026-04-01,VIP
CUST00531,Laura Coleman,thomas31@example.com,24,West,2025-01-13,Consumer
CUST00532,Deanna Smith,lanedavid@example.org,67,Central,2024-02-28,VIP
CUST00533,Robert Ortiz,mooredenise@example.com,19,East,2023-09-18,Business
CUST00534,Krystal Carr,afischer@example.net,42,West,2025-10-05,Consumer
CUST00535,Mr. Justin King,becky62@example.net,23,Central,2023-02-27,Consumer
CUST00536,Richard Avery,lewisrichard@example.com,23,East,2025-10-30,Consumer
CUST00537,Melinda Williams,aoconnell@example.org,27,West,2025-12-01,Consumer
CUST00538,Kyle Davis,jeffrey19@example.org,37,West,2025-07-12,Consumer
CUST00539,Jennifer Douglas,jennifer90@example.org,23,South,2025-03-14,Business
CUST00540,Dakota Sandoval,james98@example.net,44,North,2025-06-05,Consumer
CUST00541,Megan Ward,cantrellchristopher@example.com,56,Central,2025-09-29,Consumer
CUST00542,James Willis,mclaughlincasey@example.org,,West,2024-11-04,Business
CUST00543,Kristin Aguilar,sylvia43@example.net,53,South,2026-06-19,VIP
CUST00544,Jared Smith,richardrodriguez@example.org,28,South,2024-08-30,Consumer
CUST00545,Bruce Palmer,nancy94@example.net,22,South,2024-06-04,Business
CUST00546,John Sanchez,susan77@example.net,68,North,2026-01-25,Consumer
CUST00547,Mr. James Kramer,ericahall@example.com,58,West,2024-04-22,VIP
CUST00548,Joseph Haynes,john16@example.net,26,East,2025-08-16,Consumer
CUST00549,Justin White,michael94@example.org,57,West,2026-05-27,Consumer
CUST00550,Susan Porter,jimmyallen@example.com,70,Central,2023-07-02,Consumer
CUST00551,David Montgomery,kimberlywilson@example.org,62,South,2025-05-04,Business
CUST00552,Lisa Duran,charlesnathan@example.com,38,East,2024-08-14,Business
CUST00553,Dr. Sheila Henry,raymond92@example.org,38,West,2024-10-01,Consumer
CUST00554,Todd Johnson,phillip27@example.org,25,Central,2025-06-05,Consumer
CUST00555,Michael Smith,nicolasgarcia@example.com,61,Central,2025-02-02,Consumer
CUST00556,Joshua Young,vmullen@example.com,63,South,2023-05-31,Business
CUST00557,Jason Goodwin,melissa47@example.org,22,West,2024-12-05,Business
CUST00558,Melissa Olsen,linda86@example.com,34,South,2023-06-17,Business
CUST00559,Nancy Kennedy,thompsonvictor@example.net,,Central,2024-09-18,Business
CUST00560,Rachel Evans,rosshannah@example.org,73,West,2023-07-15,VIP
CUST00561,Ryan Davis,,62,Central,2025-08-10,VIP
CUST00562,Isaac Grant,maurice61@example.com,67,South,2026-02-02,Consumer
CUST00563,Christina Johnston,tiffanymitchell@example.com,54,West,2025-04-30,Consumer
CUST00564,Dr. Steve James,steven22@example.net,18,North,2025-11-08,Consumer
CUST00565,Mark Duncan,millermatthew@example.com,53,Central,2023-12-07,VIP
CUST00566,Derek Newman,pam59@example.net,47,Central,2026-06-22,VIP
CUST00567,Clinton Johnson,ebonyshepard@example.net,48,North,2025-08-17,Consumer
CUST00568,James Davis,bkelley@example.com,25,South,2024-09-28,Consumer
CUST00569,Ashley Montgomery MD,pparker@example.net,31,Central,2023-10-21,Business
CUST00570,Bonnie Roberson,johnsonmichael@example.com,64,West,2026-01-28,Consumer
CUST00571,Seth Donovan,staylor@example.net,,North,2023-05-21,Consumer
CUST00572,Lynn Fields,omills@example.net,61,South,2023-11-27,Consumer
CUST00573,Joshua Ballard,aparker@example.com,39,Central,2023-04-20,Business
CUST00574,Joseph Chang,mauriceharrison@example.org,43,South,2025-05-21,Consumer
CUST00575,Pedro Evans DDS,carla08@example.com,19,Central,2023-06-06,Consumer
CUST00576,Jessica Wright,oclayton@example.com,18,South,2023-01-01,Consumer
CUST00577,Kellie Marsh,justin84@example.com,68,North,2023-06-06,VIP
CUST00578,Chad Rodriguez,rwilliamson@example.net,29,East,2025-02-17,Consumer
CUST00579,Alec Williams,lopezcurtis@example.com,60,West,2023-03-07,VIP
CUST00580,Adam Davis,snydermatthew@example.com,42,Central,2025-10-08,Business
CUST00581,Mr. Michael Johnson Jr.,brianrowe@example.org,72,West,2024-10-26,VIP
CUST00582,Steven Wright,hclayton@example.net,69,East,2023-09-01,VIP
CUST00583,Jessica Rojas,gonzalezjill@example.org,38,North,2024-09-24,Consumer
CUST00584,Mrs. Melanie Collins,eric08@example.net,62,South,2023-03-03,VIP
CUST00585,Mr. Isaac Williams,teresayoung@example.com,54,West,2023-12-18,Business
CUST00586,Donald Wilson,albertwilliams@example.net,62,South,2024-07-21,VIP
CUST00587,Jacqueline Davis,vincentparks@example.com,29,East,2026-05-04,Business
CUST00588,Lori Brown DDS,martinezjesse@example.net,18,West,2025-10-12,Consumer
CUST00589,Renee Gonzales,andrewgray@example.net,53,Central,2023-03-21,Business
CUST00590,Karina Kim,amy73@example.net,63,West,2023-06-04,Business
CUST00591,Nicholas Hill,caseymoore@example.com,68,South,2025-11-25,Consumer
CUST00592,Jordan Parsons,,36,South,2024-09-03,Business
CUST00593,Sonya Harvey,kimberly35@example.net,49,Central,2022-12-09,VIP
CUST00594,Sabrina Lee,jcannon@example.net,67,Central,2023-10-20,Consumer
CUST00595,Frank Davis,williamssharon@example.org,66,West,2026-02-10,VIP
CUST00596,John Garcia,hbarrett@example.net,65,South,2025-06-09,Consumer
CUST00597,Jacob Obrien,smithsamantha@example.net,,East,2024-08-13,Consumer
CUST00598,Angela Owen,wardjulia@example.com,73,North,2025-11-29,Consumer
CUST00599,Amy Jensen,navarromary@example.org,62,East,2026-05-23,VIP
CUST00600,Anne Hardy,hlopez@example.net,26,South,2023-08-31,Consumer
CUST00601,Cassidy Curry,xreese@example.net,52,East,2024-12-13,VIP
CUST00602,Michele Simmons,jacksonhenry@example.com,63,East,2024-09-01,Consumer
CUST00603,Kimberly Greene,rachel85@example.com,50,North,2024-04-22,Consumer
CUST00604,Samantha Morris,annalewis@example.net,21,East,2026-04-27,Consumer
CUST00605,Tyrone West,csmith@example.com,27,East,2025-01-09,Consumer
CUST00606,Wendy Turner,tracey35@example.org,49,South,2025-09-18,VIP
CUST00607,Samantha Ellison,clintonstevens@example.org,42,West,2023-03-27,Consumer
CUST00608,Kevin Hall,christopher69@example.org,23,West,2025-07-26,VIP
CUST00609,Rebecca Thompson,larsonkevin@example.net,74,East,2025-11-09,Business
CUST00610,Richard Weeks,michael66@example.org,18,North,2026-02-05,Business
CUST00611,Matthew Guzman,walterscrystal@example.org,72,North,2023-11-20,VIP
CUST00612,Joshua Hernandez,ericnunez@example.com,70,South,2026-06-30,Business
CUST00613,Laura Davis,zroberts@example.org,39,Central,2023-03-18,VIP
CUST00614,Kenneth Williams,zbaker@example.net,68,East,2024-05-23,Consumer
CUST00615,Pamela Castillo,,71,West,2023-06-20,Consumer
CUST00616,Kenneth Hoffman,johnadams@example.com,46,West,2023-12-16,Consumer
CUST00617,Ann Powers,mdiaz@example.com,62,South,2024-01-16,Consumer
CUST00618,Patricia Jackson,christina79@example.org,35,North,2024-06-01,Consumer
CUST00619,Cynthia Jennings,katherinefarrell@example.org,75,South,2025-08-03,Consumer
CUST00620,Marc Hernandez,alexander14@example.com,62,South,2024-07-15,Business
CUST00621,Patrick Lewis,ana92@example.net,18,South,2025-06-05,Business
CUST00622,Kevin Alvarado,scottbrian@example.org,51,West,2025-10-13,Consumer
CUST00623,Amy Pena,,25,West,2022-09-21,Consumer
CUST00624,Devon Christian,michelle04@example.net,23,North,2024-03-16,Consumer
CUST00625,Katie Mckinney,todd98@example.org,26,West,2023-06-03,Consumer
CUST00626,Judith House,williamssandra@example.com,22,Central,2023-12-31,VIP
CUST00627,Christopher Reed,,46,East,2024-01-26,Consumer
CUST00628,Cynthia Good,lisa46@example.org,44,Central,2026-05-23,Business
CUST00629,Courtney Peterson,fsandoval@example.net,24,South,2024-03-09,Consumer
CUST00630,Lisa Garrett,robertberry@example.com,45,East,2026-06-29,Consumer
CUST00631,Erin Daniels,denisecarpenter@example.net,33,Central,2025-10-28,VIP
CUST00632,Ellen Thornton,russellstout@example.org,67,North,2025-04-06,Consumer
CUST00633,Brooke Jones,whitemary@example.org,30,West,2025-07-16,Consumer
CUST00634,Sheryl Gutierrez,vturner@example.net,68,South,2026-05-07,Business
CUST00635,Richard Rodriguez,anthonyodom@example.net,58,Central,2023-09-26,Consumer
CUST00636,Crystal Hall,howardhailey@example.com,41,East,2023-03-20,Consumer
CUST00637,Julie Banks,melissahenry@example.org,44,East,2023-05-02,VIP
CUST00638,Jason Novak,stephanie33@example.org,67,North,2022-12-13,Consumer
CUST00639,Victoria Camacho,dwatts@example.org,,South,2024-05-13,Consumer
CUST00640,Lisa Holloway,phillip99@example.net,43,Central,2024-09-30,Consumer
CUST00641,Rachel Meyer,cbryant@example.org,44,West,2024-09-21,Business
CUST00642,Nicholas Grant,leescott@example.com,57,South,2025-09-21,Consumer
CUST00643,Christopher Phillips,vaughnrebecca@example.com,,South,2025-12-10,Consumer
CUST00644,Nathan Wilson,phillipmorris@example.org,58,North,2023-05-23,Consumer
CUST00645,Michelle Harris,udavis@example.net,72,South,2025-03-26,Consumer
CUST00646,Carly Quinn,wilsonshannon@example.com,25,West,2023-01-10,VIP
CUST00647,Monica Hester,nicholasjames@example.org,65,South,2026-04-07,Consumer
CUST00648,Mary Hernandez,,18,South,2026-02-04,Business
CUST00649,Michael Barnes,jessica74@example.net,68,East,2023-05-26,Consumer
CUST00650,Toni Smith,alexander77@example.net,73,East,2025-11-08,Consumer
CUST00651,Katherine Robinson,cchavez@example.org,,West,2025-01-17,Consumer
CUST00652,Stephen Ramirez,brandonhernandez@example.net,54,North,2024-01-22,Business
CUST00653,Andrew Lane,mark10@example.org,49,Central,2024-04-28,Consumer
CUST00654,Michael Carr,tammycurry@example.com,24,Central,2026-05-04,Consumer
CUST00655,Edwin Richardson,wwilkins@example.com,20,North,2025-12-29,Consumer
CUST00656,John Martinez,,27,South,2026-01-21,Consumer
CUST00657,Jason Clark,cherylrodriguez@example.net,65,West,2026-07-12,Consumer
CUST00658,Anita Ramsey,ronald54@example.net,64,East,2024-12-11,Consumer
CUST00659,Tammy Mendez,ostone@example.com,25,Central,2024-08-14,Consumer
CUST00660,Leon Erickson,aaronjohnson@example.net,20,West,2025-10-24,Consumer
CUST00661,Christine Gilbert,vgutierrez@example.com,67,East,2024-11-19,Consumer
CUST00662,Alexandra Harris,jonathan14@example.com,41,South,2024-09-04,Consumer
CUST00663,Aaron Jennings,randy99@example.org,57,South,2025-12-13,Business
CUST00664,Roy Nielsen,zhendricks@example.org,67,South,2025-03-21,VIP
CUST00665,Mr. Steven Herrera,steven60@example.net,18,West,2023-11-12,Consumer
CUST00666,Emily Herrera,barbararivera@example.com,71,North,2022-12-13,Consumer
CUST00667,Ryan Morgan,,72,East,2024-02-28,Consumer
CUST00668,Carol Obrien,brookehancock@example.com,44,West,2025-06-15,Consumer
CUST00669,Andres Gutierrez,xwiley@example.com,35,North,2025-12-09,Consumer
CUST00670,Joseph Thompson,kristen31@example.com,51,West,2024-09-03,Consumer
CUST00671,Susan Moore,sandra84@example.com,55,North,2023-04-03,VIP
CUST00672,Samantha Hurley,jamiejohnson@example.com,22,Central,2025-06-27,VIP
CUST00673,April Randolph,cookpamela@example.org,26,South,2024-09-23,Consumer
CUST00674,Emily Lane,danielle35@example.org,69,West,2023-06-12,Consumer
CUST00675,Francis Alexander,nelsoneric@example.org,22,South,2022-10-01,Consumer
CUST00676,Kayla Clark,andrea42@example.net,27,North,2025-11-03,Consumer
CUST00677,Carolyn Collins,amber02@example.org,25,Central,2024-07-14,Consumer
CUST00678,Ashley Brown,tmyers@example.net,37,West,2026-03-08,Consumer
CUST00679,Melissa Griffin,larry38@example.org,69,East,2026-07-04,VIP
CUST00680,Julie Anderson,,38,South,2025-11-16,Consumer
CUST00681,Julie Bryant,oruiz@example.org,43,Central,2026-01-24,Consumer
CUST00682,Susan Myers,kristina57@example.com,29,North,2022-10-23,Business
CUST00683,Gregory Murray,justinbailey@example.net,53,South,2023-03-11,Consumer
CUST00684,Robert Robles,angela14@example.net,26,North,2024-06-30,Consumer
CUST00685,Cynthia Sanchez,terrireyes@example.com,32,South,2023-07-04,Consumer
CUST00686,Jessica Baird,amy32@example.net,58,North,2025-04-25,VIP
CUST00687,Michelle Copeland,vargassteven@example.net,22,North,2023-01-27,Consumer
CUST00688,Eric Sullivan,jenningscandace@example.com,69,South,2023-12-22,Consumer
CUST00689,Amy Robinson,paigeberger@example.net,39,North,2025-11-11,Consumer
CUST00690,Mary Chavez,peter97@example.org,,Central,2023-07-01,Business
CUST00691,Elizabeth Bauer,samantha65@example.org,19,West,2024-12-21,Business
CUST00692,Kayla Abbott,bryan80@example.org,29,East,2025-06-12,Consumer
CUST00693,Heather Callahan,youngjacqueline@example.com,57,Central,2025-02-20,VIP
CUST00694,Jennifer Graham,elainewells@example.org,44,Central,2024-11-12,Business
CUST00695,Heather Butler,whitney22@example.org,26,West,2022-12-21,Consumer
CUST00696,Nathan Tucker,iproctor@example.org,33,Central,2023-03-25,Consumer
CUST00697,Shannon English,dhanson@example.net,40,West,2024-05-08,VIP
CUST00698,Janice Perez,kjacobs@example.com,54,Central,2026-01-03,Consumer
CUST00699,Jonathan Jenkins,arthur09@example.com,38,Central,2025-06-14,Consumer
CUST00700,John Vaughn,,35,North,2023-04-01,Business
CUST00701,Victoria Terrell,steven18@example.net,32,South,2023-01-14,Consumer
CUST00702,Patrick Horne,suttonamber@example.net,52,North,2023-12-01,Consumer
CUST00703,Greg Osborne,egibson@example.net,42,East,2025-07-26,Consumer
CUST00704,Tyler Yates,gary94@example.net,69,East,2025-10-07,VIP
CUST00705,Mark Lane,,54,Central,2024-12-07,Consumer
CUST00706,Dorothy Mclaughlin,mitchellchristopher@example.net,69,West,2022-12-28,VIP
CUST00707,Darlene Gilbert,michaela01@example.net,23,North,2023-05-17,Consumer
CUST00708,Brittany Griffin,josehaynes@example.com,,West,2023-05-26,Consumer
CUST00709,Amanda Riggs,caitlinunderwood@example.com,69,South,2025-08-22,Consumer
